	Control_3_S6	Control_1_S4	Alcohol_2_S2	Alcohol_1_S1	Control_2_S5	Alcohol_3_S3
bin.1	0.005818718242910998	0.005245041796426815	0.35469595148336336	0.4965579413210949	3.728364202589739	0.0007375840026225209
bin.10	0.010926388737971917	0.007413041641010781	0.07095512332934913	0.18390138481413065	0.015284870875439168	0.18251294867615633
bin.100	1.8989385519003346	0.7801248452603576	0.005820844417520479	0.005873521742565913	0.7592909632048884	0.001079885163431401
bin.106	0.0005612386162100679	0.000856824287414037	0.005024956410467474	0.027021768575127402	0.000366675895923911	0.032896066091459446
bin.107	0.004781663107789283	0.007143791507819021	0.009618850349284445	0.010536410185949382	0.006723125613471096	0.02780065142042968
bin.109	6.99526944903509e-05	0.00017488173622587724	0.5300315661533888	0.018764810297036628	0.013203571085053732	0.001023058156921382
bin.110	3.140087137418063e-05	2.3550653530635475e-05	0.08577933037641794	0.12179612984260313	0.01164187306197747	0.05101856576519998
bin.118	1.2533244430852837e-05	1.002659554468227e-05	0.05885611584728492	0.005850518500322105	0.0015140159272470227	0.012533244430852837
bin.119	7.945832127269528e-05	6.243153814283201e-05	0.3451328940423286	0.18632408779009382	0.0022475353731419524	0.2370184967620734
bin.120	0.010433715220949264	0.031096563011456628	0.007978723404255319	0.014525368248772505	12.080810147299509	0.01309328968903437
bin.123	0.003409436703625446	0.008085358065857202	0.02539183878143175	0.08502162238613424	0.002340103633160897	0.07463901972801652
bin.124	0.039129641122996606	0.03748676572596838	0.0	2.920667372494615e-05	0.08036946442262057	2.920667372494615e-05
bin.125	1.4794976934905177	12.414402870322911	0.04613018964633521	0.005894413121476166	1.9138903126601743	0.14146591491542798
bin.130	0.0462520039722462	0.041312658613997626	0.0025118615685180016	0.005121082112559957	0.056318922041423	0.01494135744374274
bin.131	0.0	9.838041245987924e-06	0.016109792540305225	0.006178289902480416	0.0053887870924898855	0.046929916253673896
bin.135	0.014068466537147451	0.005828364708246801	0.001942788236082267	0.005158437730287398	4.182756079587325	0.0031486567964091913
bin.138	0.0716131115775876	0.1352333279509123	0.028403035685451317	0.021895688680768608	0.3196512191183594	0.08971419344421121
bin.142	0.0013248223533662532	0.0009635071660845478	1.2419607370829822	0.7974226183307238	0.09960255329399012	1.368240395037938
bin.143	0.023039296284117067	0.016010358434725418	0.2495478461032555	0.7570905951989477	0.21668447878987177	0.5517921736270963
bin.147	0.00799130545965989	0.01086817542513745	1.208668968162639	3.1275412351361718	0.024293568597366064	3.965861143076333
bin.153	0.048401716115777385	0.006223941023626806	0.5706084959816303	0.9138316514593027	0.022659979454951962	2.41972324611759
bin.155	3.537888823809206e-05	5.110283856613297e-05	0.001481982318417856	0.0648730880659148	0.00018868740393649096	0.05506134306121727
bin.159	0.00028531058094668767	0.00028531058094668767	0.288095755665453	1.0490734199228302	0.02691429813597087	0.09681539046790935
bin.16	0.0008060410656711353	0.03672789750551502	0.14524647887323944	0.10893220770405566	0.027087222127948413	0.3828589003902936
bin.160	0.011827654181920586	1.19424105885666	0.3420867361306674	0.11179949310053507	4.703463813010419	0.2282455646296818
bin.161	0.6780109545202782	1.2662317681088067	0.17859560588343898	0.4513816234845221	0.34411348390670193	1.0624961536094528
bin.167	0.38566487317448117	1.550826287471176	12.682071483474251	0.2026325903151422	0.11154880860876248	2.387106072252114
bin.171	5.385520361990951	0.7394957983193278	0.018358112475759535	0.029282482223658694	0.4608920491273432	0.037944408532643824
bin.174	0.6103767021170857	1.3223834608885796	0.4447868005168472	1.3999602425206241	0.48558791372626975	1.1350263393300866
bin.178	0.5232906484962406	0.23137922932330826	0.031044407894736843	0.029076597744360902	1.875234962406015	0.029429041353383457
bin.188	0.0	9.706334839432956e-06	0.010463428956908726	0.03116704116941922	0.0	0.06793463754119126
bin.189	0.0	0.0	0.020418795629217546	0.025925574630876726	6.87316400606488e-06	2.749265602425952e-05
bin.19	0.012085396369057127	0.0045253686844487035	1.3682052920193792	0.8304850130437097	0.004205930894958207	0.3191183517010062
bin.191	0.1390000885225585	0.08630949453619097	0.022042117066165694	0.007229342277390355	0.08684062988718291	0.018727439042382634
bin.196	0.31662298467159083	0.06451698303020677	0.04798136234876764	0.01311518809731819	0.028501839938580468	0.04552458104995632
bin.197	0.0001304603074514579	0.00010871692287621491	0.0017394707660194385	2.079819964775717	0.004500880607075298	0.023200191341784263
bin.2	0.000208468890755984	0.00045484121619487417	0.003853515859428795	0.15355944837868057	0.004820053443842903	0.7600396722616348
bin.202	0.00240564979617726	0.002334099118959769	0.039782176532924915	0.028974156668909876	0.000628485678261744	0.0838515922926384
bin.204	0.07811108657401142	0.054018820746988466	0.047457916895217875	0.041659246172806086	0.0026571304415965577	0.06721898886569737
bin.208	0.6409893404397069	0.13478514323784144	0.00451782145236509	0.007578281145902732	0.08996085942704864	0.018924883411059294
bin.210	3.8047473677652484	4.95202791103358	0.39742072145037693	0.30845430191265344	1.6977135380973147	0.2774904990343281
bin.213	0.007632691404415219	0.0057538750587130105	0.17743071864725224	0.18987787693752936	8.354978863316111	0.13116486613433537
bin.214	0.0011216616731779914	0.0017591528399482168	1.1527869200184907e-06	3.68891814405917e-05	0.009063210765185374	6.916721520110944e-06
bin.217	1.228533531903011	1.0541955601061106	0.004211849024991856	0.006306138595429795	0.7431470191278448	0.0035602922697444968
bin.218	0.38183578359637077	0.2537654501654772	0.015703446878447443	0.02787221109034829	0.008994303982709322	0.01097552738816219
bin.221	0.0788443499704979	0.0570392756100882	2.8367399428113226e-05	4.538783908498116e-05	0.06496512701030303	0.00010023147797933341
bin.222	0.0008536316138052837	0.0007064537493560968	0.06964456545735521	0.214114357200677	0.0012951652071528442	0.21377584811244388
bin.27	0.12246032236151423	0.03980114864447601	1.4603841165935898	3.013246464521707	0.001080713888717347	0.6220897918853826
bin.3	0.2244327761452864	0.11630067509445129	0.0009703192419122859	0.0009221473646542291	0.12950665115990997	0.001176770144446815
bin.35	0.004290593005117444	0.008207713339748957	0.0	0.0	0.01095577736165009	0.0
bin.37	0.0030386002404167224	0.0008681714972619207	0.0023707760117537063	0.004374248697742754	0.6488079337518365	0.014374916521971417
bin.4	0.01821952303362465	0.024514886683454303	0.35942823285439196	0.35505850985039256	9.121537549992594	0.6815286624203821
bin.40	0.01100715465052284	0.005962208769033205	0.4396441019996331	0.824252430746652	3.667950834709228	0.26059438635112825
bin.41	0.40293765730082104	4.652432231711845	0.10516978173866402	0.04344597103601931	0.2921978792754879	0.1682964063209143
bin.45	0.0014875445356321338	0.001331533767260959	0.052630051302145694	0.02404742727358484	0.0015673639985197118	0.08788848495403125
bin.46	0.15795647682207484	0.27995467724197687	0.010184290332255807	0.01449661745592695	0.01569633752124504	0.007404938847602226
bin.5	0.007423117709437964	0.11735595616825734	2.6486390950866032	0.017320607988688584	0.013078826440438318	14.372923294450336
bin.55	0.012967046305099832	0.019278619545647645	0.18985293225173466	0.5435235571379443	0.0490158396213056	0.3027734509335869
bin.56	0.004117918377846175	0.0080451307888131	0.009317982242169967	0.02442588633924374	0.002157638439226887	0.06024312793265862
bin.57	0.00047267914539610514	0.0003781433163168841	0.23274721119304217	0.47305728871242203	0.02631247242704985	0.9865444003277242
bin.6	1.1217149595687332	0.9204851752021563	0.015245956873315364	0.020889487870619946	3.2309636118598384	0.04295822102425876
bin.61	0.1557778174674049	1.3555634934809788	0.03697088765851045	0.0018217538846222539	0.21564565100910876	0.036113591712805856
bin.63	0.0001441578586215049	6.342945779346215e-05	0.0028370266576712164	0.17658184418265377	0.0009918060673159536	0.5006602429924865
bin.66	0.0230171679545198	0.16091494012252563	0.00011287955751213455	7.183244568954016e-05	0.015351619821650299	0.0006670155671171588
bin.68	0.08400968247187811	0.13804641890929803	0.5566353410223551	1.4695286914424035	0.06660259148512032	0.3803929944468176
bin.69	0.006966511855292104	0.0066609630897091175	2.5912979711561963	0.1843070153996578	0.39531899291126865	6.099364458567587
bin.70	3.3856571252693135e-05	9.849184364419822e-05	0.04554016620498615	0.01198522622345337	0.0008987380732533087	0.08164050477069867
bin.71	1.1325201855351315	2.0095516234324	0.02851743686651778	0.008898814636660368	0.5022848307850885	0.017900704346332244
bin.72	0.4074074074074074	5.930331818807655	0.09403827619441002	0.28638303731240533	1.1674239295057138	0.30951397494148425
bin.75	0.6310378139663263	0.6779602539332046	0.0004140215291195142	0.0011730609991719568	2.254485233232128	0.001380071763731714
bin.77	0.039959132705187875	0.02701782268134862	0.6296969008968101	0.21160177091610852	0.08570779884209331	15.860824157112045
bin.78	0.0029287621672840036	0.005986734430183479	0.00900163666121113	0.009303126884313895	1.868421052631579	0.04324231199931088
bin.8	0.050733535836618625	0.03826019517869838	1.023654107154398	1.171718477347638	0.431590512505655	3.282362825567117
bin.82	0.0010328660291523536	0.0012881812273697892	0.7539573855723702	0.7336250116052363	0.03544239160709312	1.0075666140562622
bin.90	0.00124395085029305	0.002289025545837054	0.06427599330840232	0.08886254538080884	0.0005693317371247188	0.26693469453012586
bin.94	3.0121822033898304	3.44208156779661	0.46591631355932206	0.020524364406779662	1.232176906779661	0.0180614406779661
bin.99	0.020765187391169913	0.003043174014223177	1.4050106592458786	1.020106104249052	0.003824309590066559	1.8163680450454849
